scenario,number of vent cells,number of occupants,occupants at risk,v_0x,v_0y,v_1x,v_1y,v_2x,v_2y,v_3x,v_3y,v_4x,v_4y,v_5x,v_5y,v_6x,v_6y,v_7x,v_7y,v_8x,v_8y,v_9x,v_9y,v_10x,v_10y,v_11x,v_11y,v_12x,v_12y,v_13x,v_13y,v_14x,v_14y,v_15x,v_15y,v_16x,v_16y,v_17x,v_17y,v_18x,v_18y,v_19x,v_19y,v_20x,v_20y,v_21x,v_21y,v_22x,v_22y,v_23x,v_23y,v_24x,v_24y,v_25x,v_25y,v_26x,v_26y,v_27x,v_27y,v_28x,v_28y,v_29x,v_29y,v_30x,v_30y,v_31x,v_31y,v_32x,v_32y,v_33x,v_33y,v_34x,v_34y,v_35x,v_35y,v_36x,v_36y,v_37x,v_37y,v_38x,v_38y,v_39x,v_39y,v_40x,v_40y,v_41x,v_41y,v_42x,v_42y,v_43x,v_43y,v_44x,v_44y,v_45x,v_45y,v_46x,v_46y,v_47x,v_47y,v_48x,v_48y,v_49x,v_49y,v_50x,v_50y,v_51x,v_51y,v_52x,v_52y,v_53x,v_53y,v_54x,v_54y,v_55x,v_55y,v_56x,v_56y,v_57x,v_57y,v_58x,v_58y,v_59x,v_59y,o_0x,o_0y,o_1x,o_1y,o_2x,o_2y,o_3x,o_3y,o_4x,o_4y,o_5x,o_5y,o_6x,o_6y,o_7x,o_7y,o_8x,o_8y,o_9x,o_9y,o_10x,o_10y,o_11x,o_11y,o_12x,o_12y,o_13x,o_13y,o_14x,o_14y,o_15x,o_15y,o_16x,o_16y,o_17x,o_17y,o_18x,o_18y,o_19x,o_19y,exposed_occupants,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lab_small_10vents5Occs_27state.txt,60,4,2,11,29,12,28,11,28,10,28,10,27,7,27,9,26,6,26,10,29,16,25,8,26,14,25,16,24,14,24,6,24,9,0,15,25,5,27,18,15,4,4,3,4,5,5,5,24,9,27,10,26,8,1,4,5,4,24,10,0,10,1,12,29,9,1,5,23,8,18,7,26,8,0,5,4,5,26,6,27,8,27,16,21,3,5,16,14,17,14,18,14,7,18,16,15,17,15,15,22,15,24,9,17,8,17,14,21,9,18,14,22,15,21,16,22,4,23,6,23,7,17,12,5,14,11,10,18,8,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lab_small_10vents5Occs_28state.txt,60,5,5,11,29,12,28,11,28,10,28,10,27,7,27,9,26,6,26,10,29,16,25,8,26,14,25,16,24,14,24,6,24,9,0,15,25,5,27,18,15,4,4,3,4,5,5,5,24,9,27,10,26,8,1,4,5,4,24,10,0,10,1,12,29,9,1,5,23,8,18,7,26,8,0,5,4,5,26,6,27,8,27,16,21,3,5,16,14,17,14,18,14,7,18,16,15,17,15,15,22,15,24,9,17,8,17,14,21,9,18,14,22,15,21,16,22,4,23,6,23,7,17,8,8,6,18,8,14,10,14,6,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lab_small_10vents5Occs_29state.txt,60,3,3,11,29,12,28,11,28,10,28,10,27,7,27,9,26,6,26,10,29,16,25,8,26,14,25,16,24,14,24,6,24,9,0,15,25,5,27,18,15,4,4,3,4,5,5,5,24,9,27,10,26,8,1,4,5,4,24,10,0,10,1,12,29,9,1,5,23,8,18,7,26,8,0,5,4,5,26,6,27,8,27,16,21,3,5,16,14,17,14,18,14,7,18,16,15,17,15,15,22,15,24,9,17,8,17,14,21,9,18,14,22,15,21,16,22,4,23,6,23,7,17,16,8,8,14,10,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lab_small_10vents5Occs_2state.txt,60,5,3,18,28,17,28,19,27,18,27,17,25,16,25,17,24,16,24,11,24,10,24,18,23,16,23,4,10,17,27,16,2,3,9,17,9,15,7,5,12,13,7,15,25,15,6,17,10,17,2,2,9,4,9,13,4,3,10,2,10,11,23,16,1,16,10,15,9,15,10,12,3,9,23,13,3,18,1,16,9,18,2,14,3,14,7,4,13,3,12,4,12,19,28,3,13,5,13,14,4,14,6,15,24,17,1,13,6,12,4,17,23,9,24,16,22,17,22,18,22,10,23,16,5,12,8,6,21,12,21,14,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lab_small_10vents5Occs_30state.txt,56,4,4,13,28,12,28,11,28,8,28,7,28,12,27,11,27,7,27,12,24,11,24,18,5,2,1,16,2,6,28,13,23,15,0,12,23,17,5,15,1,14,1,13,1,19,4,2,0,13,0,11,23,3,0,16,1,3,1,14,0,4,0,14,2,17,4,7,11,4,1,18,4,15,12,6,11,6,27,8,11,8,27,6,12,7,12,14,12,13,12,8,12,12,13,19,5,13,13,14,13,15,13,12,14,13,14,14,14,15,2,13,24,13,27,-1,-1,-1,-1,-1,-1,-1,-1,6,25,8,21,10,5,8,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lab_small_10vents5Occs_31state.txt,56,4,4,13,28,12,28,11,28,8,28,7,28,12,27,11,27,7,27,12,24,11,24,18,5,2,1,16,2,6,28,13,23,15,0,12,23,17,5,15,1,14,1,13,1,19,4,2,0,13,0,11,23,3,0,16,1,3,1,14,0,4,0,14,2,17,4,7,11,4,1,18,4,15,12,6,11,6,27,8,11,8,27,6,12,7,12,14,12,13,12,8,12,12,13,19,5,13,13,14,13,15,13,12,14,13,14,14,14,15,2,13,24,13,27,-1,-1,-1,-1,-1,-1,-1,-1,16,25,6,25,8,21,12,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lab_small_10vents5Occs_32state.txt,56,5,5,13,28,12,28,11,28,8,28,7,28,12,27,11,27,7,27,12,24,11,24,18,5,2,1,16,2,6,28,13,23,15,0,12,23,17,5,15,1,14,1,13,1,19,4,2,0,13,0,11,23,3,0,16,1,3,1,14,0,4,0,14,2,17,4,7,11,4,1,18,4,15,12,6,11,6,27,8,11,8,27,6,12,7,12,14,12,13,12,8,12,12,13,19,5,13,13,14,13,15,13,12,14,13,14,14,14,15,2,13,24,13,27,-1,-1,-1,-1,-1,-1,-1,-1,8,21,10,5,16,21,14,18,10,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lab_small_10vents5Occs_33state.txt,56,5,4,13,28,12,28,11,28,8,28,7,28,12,27,11,27,7,27,12,24,11,24,18,5,2,1,16,2,6,28,13,23,15,0,12,23,17,5,15,1,14,1,13,1,19,4,2,0,13,0,11,23,3,0,16,1,3,1,14,0,4,0,14,2,17,4,7,11,4,1,18,4,15,12,6,11,6,27,8,11,8,27,6,12,7,12,14,12,13,12,8,12,12,13,19,5,13,13,14,13,15,13,12,14,13,14,14,14,15,2,13,24,13,27,-1,-1,-1,-1,-1,-1,-1,-1,6,8,16,21,16,18,14,18,14,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lab_small_10vents5Occs_34state.txt,56,5,5,13,28,12,28,11,28,8,28,7,28,12,27,11,27,7,27,12,24,11,24,18,5,2,1,16,2,6,28,13,23,15,0,12,23,17,5,15,1,14,1,13,1,19,4,2,0,13,0,11,23,3,0,16,1,3,1,14,0,4,0,14,2,17,4,7,11,4,1,18,4,15,12,6,11,6,27,8,11,8,27,6,12,7,12,14,12,13,12,8,12,12,13,19,5,13,13,14,13,15,13,12,14,13,14,14,14,15,2,13,24,13,27,-1,-1,-1,-1,-1,-1,-1,-1,10,21,8,8,10,18,10,14,14,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lab_small_10vents5Occs_35state.txt,56,4,4,13,28,12,28,11,28,8,28,7,28,12,27,11,27,7,27,12,24,11,24,18,5,2,1,16,2,6,28,13,23,15,0,12,23,17,5,15,1,14,1,13,1,19,4,2,0,13,0,11,23,3,0,16,1,3,1,14,0,4,0,14,2,17,4,7,11,4,1,18,4,15,12,6,11,6,27,8,11,8,27,6,12,7,12,14,12,13,12,8,12,12,13,19,5,13,13,14,13,15,13,12,14,13,14,14,14,15,2,13,24,13,27,-1,-1,-1,-1,-1,-1,-1,-1,12,8,16,18,10,18,14,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lab_small_10vents5Occs_36state.txt,56,5,5,13,28,12,28,11,28,8,28,7,28,12,27,11,27,7,27,12,24,11,24,18,5,2,1,16,2,6,28,13,23,15,0,12,23,17,5,15,1,14,1,13,1,19,4,2,0,13,0,11,23,3,0,16,1,3,1,14,0,4,0,14,2,17,4,7,11,4,1,18,4,15,12,6,11,6,27,8,11,8,27,6,12,7,12,14,12,13,12,8,12,12,13,19,5,13,13,14,13,15,13,12,14,13,14,14,14,15,2,13,24,13,27,-1,-1,-1,-1,-1,-1,-1,-1,8,21,10,5,16,18,10,11,10,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lab_small_10vents5Occs_37state.txt,56,4,4,13,28,12,28,11,28,8,28,7,28,12,27,11,27,7,27,12,24,11,24,18,5,2,1,16,2,6,28,13,23,15,0,12,23,17,5,15,1,14,1,13,1,19,4,2,0,13,0,11,23,3,0,16,1,3,1,14,0,4,0,14,2,17,4,7,11,4,1,18,4,15,12,6,11,6,27,8,11,8,27,6,12,7,12,14,12,13,12,8,12,12,13,19,5,13,13,14,13,15,13,12,14,13,14,14,14,15,2,13,24,13,27,-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,21,10,14,14,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lab_small_10vents5Occs_38state.txt,56,3,1,13,28,12,28,11,28,8,28,7,28,12,27,11,27,7,27,12,24,11,24,18,5,2,1,16,2,6,28,13,23,15,0,12,23,17,5,15,1,14,1,13,1,19,4,2,0,13,0,11,23,3,0,16,1,3,1,14,0,4,0,14,2,17,4,7,11,4,1,18,4,15,12,6,11,6,27,8,11,8,27,6,12,7,12,14,12,13,12,8,12,12,13,19,5,13,13,14,13,15,13,12,14,13,14,14,14,15,2,13,24,13,27,-1,-1,-1,-1,-1,-1,-1,-1,12,11,6,21,16,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lab_small_10vents5Occs_39state.txt,56,4,2,13,28,12,28,11,28,8,28,7,28,12,27,11,27,7,27,12,24,11,24,18,5,2,1,16,2,6,28,13,23,15,0,12,23,17,5,15,1,14,1,13,1,19,4,2,0,13,0,11,23,3,0,16,1,3,1,14,0,4,0,14,2,17,4,7,11,4,1,18,4,15,12,6,11,6,27,8,11,8,27,6,12,7,12,14,12,13,12,8,12,12,13,19,5,13,13,14,13,15,13,12,14,13,14,14,14,15,2,13,24,13,27,-1,-1,-1,-1,-1,-1,-1,-1,14,25,16,5,8,21,16,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lab_small_10vents5Occs_3state.txt,60,4,3,18,28,17,28,19,27,18,27,17,25,16,25,17,24,16,24,11,24,10,24,18,23,16,23,4,10,17,27,16,2,3,9,17,9,15,7,5,12,13,7,15,25,15,6,17,10,17,2,2,9,4,9,13,4,3,10,2,10,11,23,16,1,16,10,15,9,15,10,12,3,9,23,13,3,18,1,16,9,18,2,14,3,14,7,4,13,3,12,4,12,19,28,3,13,5,13,14,4,14,6,15,24,17,1,13,6,12,4,17,23,9,24,16,22,17,22,18,22,10,23,10,28,16,18,14,8,12,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lab_small_10vents5Occs_40state.txt,52,4,4,18,29,18,28,17,28,19,29,18,27,16,27,18,25,17,25,16,25,17,24,16,24,7,9,6,9,17,27,7,8,6,8,16,28,8,9,18,0,8,2,17,0,7,2,3,15,6,2,8,8,16,1,9,13,10,13,18,1,7,3,8,3,2,15,8,15,11,12,19,28,11,13,18,24,1,14,2,14,3,14,9,15,6,3,17,29,8,16,9,16,17,1,10,16,9,12,1,15,10,15,10,12,16,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,28,14,25,16,8,10,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lab_small_10vents5Occs_41state.txt,52,5,5,18,29,18,28,17,28,19,29,18,27,16,27,18,25,17,25,16,25,17,24,16,24,7,9,6,9,17,27,7,8,6,8,16,28,8,9,18,0,8,2,17,0,7,2,3,15,6,2,8,8,16,1,9,13,10,13,18,1,7,3,8,3,2,15,8,15,11,12,19,28,11,13,18,24,1,14,2,14,3,14,9,15,6,3,17,29,8,16,9,16,17,1,10,16,9,12,1,15,10,15,10,12,16,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,11,10,5,6,18,12,14,10,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lab_small_10vents5Occs_42state.txt,52,4,3,18,29,18,28,17,28,19,29,18,27,16,27,18,25,17,25,16,25,17,24,16,24,7,9,6,9,17,27,7,8,6,8,16,28,8,9,18,0,8,2,17,0,7,2,3,15,6,2,8,8,16,1,9,13,10,13,18,1,7,3,8,3,2,15,8,15,11,12,19,28,11,13,18,24,1,14,2,14,3,14,9,15,6,3,17,29,8,16,9,16,17,1,10,16,9,12,1,15,10,15,10,12,16,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,21,14,8,8,14,6,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lab_small_10vents5Occs_43state.txt,52,5,4,18,29,18,28,17,28,19,29,18,27,16,27,18,25,17,25,16,25,17,24,16,24,7,9,6,9,17,27,7,8,6,8,16,28,8,9,18,0,8,2,17,0,7,2,3,15,6,2,8,8,16,1,9,13,10,13,18,1,7,3,8,3,2,15,8,15,11,12,19,28,11,13,18,24,1,14,2,14,3,14,9,15,6,3,17,29,8,16,9,16,17,1,10,16,9,12,1,15,10,15,10,12,16,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,28,12,5,10,25,6,14,8,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lab_small_10vents5Occs_44state.txt,52,3,3,18,29,18,28,17,28,19,29,18,27,16,27,18,25,17,25,16,25,17,24,16,24,7,9,6,9,17,27,7,8,6,8,16,28,8,9,18,0,8,2,17,0,7,2,3,15,6,2,8,8,16,1,9,13,10,13,18,1,7,3,8,3,2,15,8,15,11,12,19,28,11,13,18,24,1,14,2,14,3,14,9,15,6,3,17,29,8,16,9,16,17,1,10,16,9,12,1,15,10,15,10,12,16,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,11,10,25,14,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lab_small_10vents5Occs_45state.txt,52,5,5,18,29,18,28,17,28,19,29,18,27,16,27,18,25,17,25,16,25,17,24,16,24,7,9,6,9,17,27,7,8,6,8,16,28,8,9,18,0,8,2,17,0,7,2,3,15,6,2,8,8,16,1,9,13,10,13,18,1,7,3,8,3,2,15,8,15,11,12,19,28,11,13,18,24,1,14,2,14,3,14,9,15,6,3,17,29,8,16,9,16,17,1,10,16,9,12,1,15,10,15,10,12,16,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,21,12,21,14,14,8,25,12,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lab_small_10vents5Occs_46state.txt,52,5,4,18,29,18,28,17,28,19,29,18,27,16,27,18,25,17,25,16,25,17,24,16,24,7,9,6,9,17,27,7,8,6,8,16,28,8,9,18,0,8,2,17,0,7,2,3,15,6,2,8,8,16,1,9,13,10,13,18,1,7,3,8,3,2,15,8,15,11,12,19,28,11,13,18,24,1,14,2,14,3,14,9,15,6,3,17,29,8,16,9,16,17,1,10,16,9,12,1,15,10,15,10,12,16,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,28,12,11,10,14,8,25,10,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lab_small_10vents5Occs_47state.txt,52,4,4,18,29,18,28,17,28,19,29,18,27,16,27,18,25,17,25,16,25,17,24,16,24,7,9,6,9,17,27,7,8,6,8,16,28,8,9,18,0,8,2,17,0,7,2,3,15,6,2,8,8,16,1,9,13,10,13,18,1,7,3,8,3,2,15,8,15,11,12,19,28,11,13,18,24,1,14,2,14,3,14,9,15,6,3,17,29,8,16,9,16,17,1,10,16,9,12,1,15,10,15,10,12,16,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,28,12,25,10,5,12,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lab_small_10vents5Occs_48state.txt,52,3,3,18,29,18,28,17,28,19,29,18,27,16,27,18,25,17,25,16,25,17,24,16,24,7,9,6,9,17,27,7,8,6,8,16,28,8,9,18,0,8,2,17,0,7,2,3,15,6,2,8,8,16,1,9,13,10,13,18,1,7,3,8,3,2,15,8,15,11,12,19,28,11,13,18,24,1,14,2,14,3,14,9,15,6,3,17,29,8,16,9,16,17,1,10,16,9,12,1,15,10,15,10,12,16,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,21,10,25,14,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lab_small_10vents5Occs_49state.txt,52,4,4,18,29,18,28,17,28,19,29,18,27,16,27,18,25,17,25,16,25,17,24,16,24,7,9,6,9,17,27,7,8,6,8,16,28,8,9,18,0,8,2,17,0,7,2,3,15,6,2,8,8,16,1,9,13,10,13,18,1,7,3,8,3,2,15,8,15,11,12,19,28,11,13,18,24,1,14,2,14,3,14,9,15,6,3,17,29,8,16,9,16,17,1,10,16,9,12,1,15,10,15,10,12,16,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,28,8,21,6,18,10,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lab_small_10vents5Occs_4state.txt,60,4,3,18,28,17,28,19,27,18,27,17,25,16,25,17,24,16,24,11,24,10,24,18,23,16,23,4,10,17,27,16,2,3,9,17,9,15,7,5,12,13,7,15,25,15,6,17,10,17,2,2,9,4,9,13,4,3,10,2,10,11,23,16,1,16,10,15,9,15,10,12,3,9,23,13,3,18,1,16,9,18,2,14,3,14,7,4,13,3,12,4,12,19,28,3,13,5,13,14,4,14,6,15,24,17,1,13,6,12,4,17,23,9,24,16,22,17,22,18,22,10,23,12,28,14,25,8,11,8,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lab_small_10vents5Occs_50state.txt,60,3,2,9,25,10,24,7,9,16,19,6,9,5,9,7,8,6,8,11,16,15,5,17,18,6,10,16,5,8,2,17,5,6,17,12,15,15,4,9,2,7,2,16,4,5,8,2,21,17,4,7,11,3,21,8,18,9,3,7,3,8,3,8,24,15,18,8,10,6,11,8,11,11,15,16,18,6,18,12,13,13,13,14,13,10,25,1,20,12,16,12,14,13,14,7,18,14,14,8,17,10,16,8,25,3,20,15,19,10,15,17,19,2,20,9,24,1,21,7,10,7,17,12,8,14,8,10,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lab_small_10vents5Occs_51state.txt,60,3,2,9,25,10,24,7,9,16,19,6,9,5,9,7,8,6,8,11,16,15,5,17,18,6,10,16,5,8,2,17,5,6,17,12,15,15,4,9,2,7,2,16,4,5,8,2,21,17,4,7,11,3,21,8,18,9,3,7,3,8,3,8,24,15,18,8,10,6,11,8,11,11,15,16,18,6,18,12,13,13,13,14,13,10,25,1,20,12,16,12,14,13,14,7,18,14,14,8,17,10,16,8,25,3,20,15,19,10,15,17,19,2,20,9,24,1,21,7,10,7,17,10,21,8,8,14,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
